model_name,index,batch_size,optimizer,learning_rate,time_start,time_end,train_loss,train_accuracy,train_precision_macro_avg,train_recall_macro_avg,train_f1_score_macro_avg,val_loss,val_accuracy,val_precision_macro_avg,val_recall_macro_avg,val_f1_score_macro_avg,test_loss,test_accuracy,test_precision_macro_avg,test_recall_macro_avg,test_f1_score_macro_avg
ahmed,10,16,sgd,0.1,2025-03-29T17:49:31.238702,2025-03-29T17:51:02.467384,0.2203224152326584,0.7767818570137024,0.8238595952121933,0.6781364970460975,0.7367819255002541,0.3016502857208252,0.7291052341461182,0.7417832129058451,0.5971374981739193,0.6529279555128277,0.308499813079834,0.7302439212799072,0.7353111403977706,0.5850051015352712,0.6398801159338515
baloglu,11,16,sgd,0.1,2025-03-29T17:51:10.756635,2025-03-29T17:52:19.309828,0.2280806005001068,0.7774571776390076,0.8502859503075058,0.6761455029909336,0.7421023908963813,0.3045587539672851,0.7404129505157471,0.7486639424456598,0.5734525854830976,0.6341768274112107,0.3199582099914551,0.7273170948028564,0.7216660416323666,0.5468472562813316,0.6049687143250424
rajpurkar,12,16,rmsprop,0.001,2025-03-29T17:52:27.239551,2025-03-29T18:01:50.133948,0.1785575896501541,0.7994351983070374,0.8585508406105147,0.7302358338425216,0.783218223269084,0.2504961490631103,0.7418879270553589,0.7707215220523115,0.6474472549994281,0.6964950390794529,0.2570477426052093,0.7434146404266357,0.7784355479430282,0.6469248417030492,0.6983479741603473
ribeiro,13,16,rmsprop,0.001,2025-03-29T18:02:07.062400,2025-03-29T18:04:23.504940,0.231736272573471,0.7869114279747009,0.8740717238251813,0.6241090008840166,0.6998068251383706,0.2842146456241607,0.7443461418151855,0.7991097784815644,0.5743473655076675,0.6402820481883374,0.2915042638778686,0.7556097507476807,0.8333020078817392,0.5748183528205066,0.6458082806361555
ahmed,14,16,rmsprop,0.001,2025-03-29T18:04:33.758106,2025-03-29T18:05:59.641029,0.245807409286499,0.7491558790206909,0.8169939048566667,0.6526741509701017,0.7175327057929186,0.281099796295166,0.7266470193862915,0.7704186832421114,0.6097481785333816,0.6743748921328325,0.2943696081638336,0.7190244197845459,0.7709584487699377,0.5967206479038618,0.6609887064969922
baloglu,15,16,rmsprop,0.001,2025-03-29T18:06:07.961323,2025-03-29T18:07:14.631722,0.1651699393987655,0.8223341107368469,0.8397589585876368,0.7672028735367223,0.7986383898728533,0.3042099177837372,0.7438544631004333,0.7153533715823411,0.6231578715578385,0.661501442749759,0.3196019232273102,0.7434146404266357,0.6968747590884752,0.5990576348112697,0.6400209822388209
rajpurkar,16,16,rmsprop,0.01,2025-03-29T18:07:22.635896,2025-03-29T18:20:40.479074,0.1966084390878677,0.805451512336731,0.8466855890830981,0.7084249457135412,0.7625031825796525,0.2616124451160431,0.7620452046394348,0.7783675720252206,0.6391120127882013,0.6898369635058156,0.266817182302475,0.7634146213531494,0.7676899400505794,0.6274870036797018,0.6787726839817625
ribeiro,17,16,rmsprop,0.01,2025-03-29T18:20:57.374868,2025-03-29T18:23:54.585209,0.2451541572809219,0.7405611276626587,0.7601276874990635,0.6413381079980928,0.6853417737279811,0.279570460319519,0.7099311947822571,0.7148776377884006,0.5958092904790127,0.6394302430923087,0.2839526236057281,0.7165853381156921,0.7159850515762282,0.5923353860176056,0.6373165051910654
ahmed,18,16,rmsprop,0.01,2025-03-29T18:24:05.502516,2025-03-29T18:27:56.812536,0.2035485208034515,0.8006629943847656,0.8835508479786514,0.7127481999227856,0.7856167447698832,0.2744365036487579,0.7433628439903259,0.7859773032775055,0.6219045819709039,0.690733169467639,0.2813663184642792,0.7468292713165283,0.7867562588304082,0.619142437328624,0.6877923794924379
baloglu,19,16,rmsprop,0.01,2025-03-29T18:28:05.492616,2025-03-29T18:29:05.044045,0.2924356162548065,0.760636031627655,0.7801141547412999,0.5489607870084506,0.6278444360667446,0.3215279281139374,0.7350049018859863,0.7428041620749364,0.5018823357530643,0.5751769868750515,0.3380835652351379,0.7195122241973877,0.7071214200424188,0.4832645865268083,0.5525055870116342
rajpurkar,20,16,rmsprop,0.1,2025-03-29T18:29:13.110445,2025-03-29T18:51:51.914190,0.2445657551288604,0.8053287267684937,0.8524928395166331,0.6339254115195473,0.7141823074042704,0.2838545739650726,0.7620452046394348,0.7639151672174725,0.583579453889104,0.6527328125235614,0.2868734300136566,0.7639024257659912,0.7655681212495775,0.5751238550502079,0.6475984153958607
ribeiro,21,16,rmsprop,0.1,2025-03-29T18:52:09.894081,2025-03-29T19:00:21.379927,0.1866842359304428,0.8161949515342712,0.8739149181035784,0.7155299008648927,0.7708413456982344,0.2739429175853729,0.735988199710846,0.7811216375349836,0.6198761221955933,0.6767300170263834,0.2801423370838165,0.7512195110321045,0.7548610572032233,0.6029508569148222,0.6551758993037498
ahmed,22,16,rmsprop,0.1,2025-03-29T19:00:32.857392,2025-03-29T19:06:40.687458,1289153.5,0.4629504680633545,0.2214285117857402,0.0004452652946562,0.0008873215144825,0.529684841632843,0.4631268382072449,0.5999994000006,0.0017221231868395,0.0034325484385717,207992.234375,0.46536585688591,0.0666666444444518,0.0004032258056386,0.0008016032048064
baloglu,23,16,rmsprop,0.1,2025-03-29T19:06:49.541573,2025-03-29T19:10:20.259844,0.5315191745758057,0.4630118608474731,0.0,0.0,0.0,0.5303069353103638,0.4631268382072449,0.0,0.0,0.0,0.5300136804580688,0.46536585688591,0.0,0.0,0.0
